image_index,turns,task_type,instructions,format_instructions,bg_consistency,unchanged_objects,available_objects,all_objects
165,1,['text_change'],"[""Add text 'WORK' on the image""]","[""Add text '[WORK]' on the image""]",True,"['denim blue shirt', 'cotton white t-shirt', 'metal gray laptop', 'plastic beige notebook', 'wooden brown table']","['denim blue shirt', 'cotton white t-shirt', 'metal gray laptop', 'plastic beige notebook', 'wooden brown table']","['denim blue shirt', 'cotton white t-shirt', 'metal gray laptop', 'plastic beige notebook', 'wooden brown table', 'text']"
165,2,"['text_change', 'background_change']","[""Add text 'WORK' on the image"", 'Change the background to cafe, remain the denim blue shirt, cotton white t-shirt, metal gray laptop, plastic beige notebook, wooden brown table unchanged']","[""Add text '[WORK]' on the image"", 'Change the background to [cafe]']",False,"['denim blue shirt', 'cotton white t-shirt', 'metal gray laptop', 'plastic beige notebook', 'wooden brown table']","['denim blue shirt', 'cotton white t-shirt', 'metal gray laptop', 'plastic beige notebook', 'wooden brown table']","['denim blue shirt', 'cotton white t-shirt', 'metal gray laptop', 'plastic beige notebook', 'wooden brown table', 'text']"
165,3,"['text_change', 'background_change', 'color_alter']","[""Add text 'WORK' on the image"", 'Change the background to cafe, remain the denim blue shirt, cotton white t-shirt, metal gray laptop, plastic beige notebook, wooden brown table unchanged', 'Change the color of denim blue shirt to gray']","[""Add text '[WORK]' on the image"", 'Change the background to [cafe]', 'Change the color of [denim blue shirt] to [gray]']",False,"['cotton white t-shirt', 'metal gray laptop', 'plastic beige notebook', 'wooden brown table']","['cotton white t-shirt', 'metal gray laptop', 'plastic beige notebook', 'wooden brown table', 'denim gray shirt']","['denim blue shirt', 'cotton white t-shirt', 'metal gray laptop', 'plastic beige notebook', 'wooden brown table', 'text', 'denim gray shirt']"
166,1,['background_change'],"['Change the background to studio, remain the cotton black shirt, metal necklace unchanged']",['Change the background to [studio]'],False,"['cotton black shirt', 'metal necklace']","['cotton black shirt', 'metal necklace']","['cotton black shirt', 'metal necklace']"
166,2,"['background_change', 'text_change']","['Change the background to studio, remain the cotton black shirt, metal necklace unchanged', ""Add text 'PROFESSIONAL' on the image""]","['Change the background to [studio]', ""Add text '[PROFESSIONAL]' on the image""]",False,"['cotton black shirt', 'metal necklace']","['cotton black shirt', 'metal necklace']","['cotton black shirt', 'metal necklace', 'text']"
166,3,"['background_change', 'text_change', 'subject_add']","['Change the background to studio, remain the cotton black shirt, metal necklace unchanged', ""Add text 'PROFESSIONAL' on the image"", 'Add necklace on the below of cotton black shirt']","['Change the background to [studio]', ""Add text '[PROFESSIONAL]' on the image"", 'Add [necklace] on the [below] of [cotton black shirt]']",False,"['cotton black shirt', 'metal necklace']","['cotton black shirt', 'metal necklace', 'necklace']","['cotton black shirt', 'metal necklace', 'text', 'necklace']"
167,1,['text_change'],"[""Add text 'TALK' on the image""]","[""Add text '[TALK]' on the image""]",True,"['wool green sweater', 'pink hat', 'metal silver headband']","['wool green sweater', 'pink hat', 'metal silver headband']","['wool green sweater', 'pink hat', 'metal silver headband', 'text']"
167,2,"['text_change', 'subject_remove']","[""Add text 'TALK' on the image"", 'Remove metal silver headband']","[""Add text '[TALK]' on the image"", 'Remove [metal silver headband]']",True,"['wool green sweater', 'pink hat']","['wool green sweater', 'pink hat']","['wool green sweater', 'pink hat', 'metal silver headband', 'text']"
167,3,"['text_change', 'subject_remove', 'color_alter']","[""Add text 'TALK' on the image"", 'Remove metal silver headband', 'Change the color of pink hat to blue']","[""Add text '[TALK]' on the image"", 'Remove [metal silver headband]', 'Change the color of [pink hat] to [blue]']",True,['wool green sweater'],"['wool green sweater', 'blue hat']","['wool green sweater', 'pink hat', 'metal silver headband', 'text', 'blue hat']"
168,1,['count_change'],['Change the count of gold bracelet to 4'],['Change the count of [gold bracelet] to [4]'],True,['cotton blue shirt'],"['cotton blue shirt', 'gold bracelet']","['cotton blue shirt', 'gold bracelet']"
168,2,"['count_change', 'color_alter']","['Change the count of gold bracelet to 4', 'Change the color of cotton blue shirt to green']","['Change the count of [gold bracelet] to [4]', 'Change the color of [cotton blue shirt] to [green]']",True,[],"['gold bracelet', 'cotton green shirt']","['cotton blue shirt', 'gold bracelet', 'cotton green shirt']"
168,3,"['count_change', 'color_alter', 'background_change']","['Change the count of gold bracelet to 4', 'Change the color of cotton blue shirt to green', 'Change the background to garden, remain the gold bracelet, cotton green shirt unchanged']","['Change the count of [gold bracelet] to [4]', 'Change the color of [cotton blue shirt] to [green]', 'Change the background to [garden]']",False,[],['gold bracelet'],"['cotton blue shirt', 'gold bracelet', 'cotton green shirt']"
169,1,['text_change'],"[""Add text 'HIRE' on the image""]","[""Add text '[HIRE]' on the image""]",True,"['cotton green shirt', 'wooden table', 'paper document']","['cotton green shirt', 'wooden table', 'paper document']","['cotton green shirt', 'wooden table', 'paper document', 'text']"
169,2,"['text_change', 'position_change']","[""Add text 'HIRE' on the image"", '""Change the position of paper document to left of wooden table""']","[""Add text '[HIRE]' on the image"", '""Change the position of [paper document] to [left] of [wooden table]""']",True,['cotton green shirt'],"['cotton green shirt', 'wooden table', 'paper document']","['cotton green shirt', 'wooden table', 'paper document', 'text']"
169,3,"['text_change', 'position_change', 'color_alter']","[""Add text 'HIRE' on the image"", '""Change the position of paper document to left of wooden table""', 'Change the color of paper document to blue']","[""Add text '[HIRE]' on the image"", '""Change the position of [paper document] to [left] of [wooden table]""', 'Change the color of [paper document] to [blue]']",True,['cotton green shirt'],"['cotton green shirt', 'wooden table', 'blue paper document']","['cotton green shirt', 'wooden table', 'paper document', 'text', 'blue paper document']"
170,1,['subject_remove'],['Remove straw white hat'],['Remove [straw white hat]'],True,"['leather brown vest', 'cotton blue shirt']","['leather brown vest', 'cotton blue shirt']","['straw white hat', 'leather brown vest', 'cotton blue shirt']"
170,2,"['subject_remove', 'count_change']","['Remove straw white hat', 'Change the count of leather brown vest to 5']","['Remove [straw white hat]', 'Change the count of [leather brown vest] to [5]']",True,['cotton blue shirt'],"['leather brown vest', 'cotton blue shirt']","['straw white hat', 'leather brown vest', 'cotton blue shirt']"
170,3,"['subject_remove', 'count_change', 'background_change']","['Remove straw white hat', 'Change the count of leather brown vest to 5', 'Change the background to ranch, remain the leather brown vest, cotton blue shirt unchanged']","['Remove [straw white hat]', 'Change the count of [leather brown vest] to [5]', 'Change the background to [ranch]']",False,['cotton blue shirt'],"['leather brown vest', 'cotton blue shirt']","['straw white hat', 'leather brown vest', 'cotton blue shirt']"
171,1,['subject_remove'],['Remove felt brown hat'],['Remove [felt brown hat]'],True,['cotton black shirt'],['cotton black shirt'],"['felt brown hat', 'cotton black shirt']"
171,2,"['subject_remove', 'text_change']","['Remove felt brown hat', ""Add text 'COWBOY' on the image""]","['Remove [felt brown hat]', ""Add text '[COWBOY]' on the image""]",True,['cotton black shirt'],['cotton black shirt'],"['felt brown hat', 'cotton black shirt', 'text']"
171,3,"['subject_remove', 'text_change', 'material_alter']","['Remove felt brown hat', ""Add text 'COWBOY' on the image"", 'Change the material of cotton black shirt to polyester']","['Remove [felt brown hat]', ""Add text '[COWBOY]' on the image"", 'Change the material of [cotton black shirt] to [polyester]']",True,[],['polyester black shirt'],"['felt brown hat', 'cotton black shirt', 'text', 'polyester black shirt']"
172,1,['material_alter'],['Change the material of plastic blue pen to metal'],['Change the material of [plastic blue pen] to [metal]'],True,"['cotton white coat', 'metal black stethoscope', 'cotton white shirt', 'silk black tie']","['cotton white coat', 'metal black stethoscope', 'cotton white shirt', 'silk black tie', 'metal blue pen']","['cotton white coat', 'metal black stethoscope', 'plastic blue pen', 'cotton white shirt', 'silk black tie', 'metal blue pen']"
172,2,"['material_alter', 'background_change']","['Change the material of plastic blue pen to metal', 'Change the background to clinic, remain the cotton white coat, metal black stethoscope, cotton white shirt, silk black tie, metal blue pen unchanged']","['Change the material of [plastic blue pen] to [metal]', 'Change the background to [clinic]']",False,"['cotton white coat', 'metal black stethoscope', 'cotton white shirt', 'silk black tie']","['cotton white coat', 'metal black stethoscope', 'cotton white shirt', 'silk black tie']","['cotton white coat', 'metal black stethoscope', 'plastic blue pen', 'cotton white shirt', 'silk black tie', 'metal blue pen']"
172,3,"['material_alter', 'background_change', 'subject_remove']","['Change the material of plastic blue pen to metal', 'Change the background to clinic, remain the cotton white coat, metal black stethoscope, cotton white shirt, silk black tie, metal blue pen unchanged', 'Remove cotton white coat']","['Change the material of [plastic blue pen] to [metal]', 'Change the background to [clinic]', 'Remove [cotton white coat]']",False,"['metal black stethoscope', 'cotton white shirt', 'silk black tie']","['metal black stethoscope', 'cotton white shirt', 'silk black tie']","['cotton white coat', 'metal black stethoscope', 'plastic blue pen', 'cotton white shirt', 'silk black tie', 'metal blue pen']"
173,1,['text_change'],"[""Add text 'PLAY' on the image""]","[""Add text '[PLAY]' on the image""]",True,"['knit gray sweater', 'plastic red ball']","['knit gray sweater', 'plastic red ball']","['knit gray sweater', 'plastic red ball', 'text']"
173,2,"['text_change', 'material_alter']","[""Add text 'PLAY' on the image"", 'Change the material of knit gray sweater to polyester']","[""Add text '[PLAY]' on the image"", 'Change the material of [knit gray sweater] to [polyester]']",True,['plastic red ball'],"['plastic red ball', 'polyester knit gray sweater']","['knit gray sweater', 'plastic red ball', 'text', 'polyester knit gray sweater']"
173,3,"['text_change', 'material_alter', 'position_change']","[""Add text 'PLAY' on the image"", 'Change the material of knit gray sweater to polyester', '""Change the position of plastic red ball to below of polyester knit gray sweater""']","[""Add text '[PLAY]' on the image"", 'Change the material of [knit gray sweater] to [polyester]', '""Change the position of [plastic red ball] to [below] of [polyester knit gray sweater]""']",True,[],"['plastic red ball', 'polyester knit gray sweater']","['knit gray sweater', 'plastic red ball', 'text', 'polyester knit gray sweater']"
